meter_id,date,readings,avg_hybrid_score,max_hybrid_score,flagged_readings,true_anomalies,flagged_rate_pct
MTR-001,2010-02-11,34,0.026598018819143945,0.09443323627343655,0,0,0.0
MTR-001,2010-02-12,96,0.03577488269698107,0.183836659641064,0,0,0.0
MTR-001,2010-02-13,96,0.039056497233093804,0.23578122111430375,0,0,0.0
MTR-001,2010-02-14,96,0.06804429570123005,0.44881920623127364,0,0,0.0
MTR-001,2010-02-15,96,0.06916795416016512,0.173666642938121,0,0,0.0
MTR-001,2010-02-16,96,0.06220371946444619,0.3083402403806025,0,0,0.0
MTR-001,2010-02-17,96,0.04499797428398567,0.16574441487498992,0,0,0.0
MTR-001,2010-02-18,96,0.060336609560115495,0.3289743217082165,0,0,0.0
MTR-001,2010-02-19,96,0.041916451819545585,0.1447669374424291,0,0,0.0
MTR-001,2010-02-20,96,0.042537702251828506,0.16411768852810527,0,0,0.0
MTR-001,2010-02-21,96,0.04386570668569786,0.16209462363978278,0,0,0.0
MTR-001,2010-02-22,96,0.11302879353351902,0.48858978611388165,0,0,0.0
MTR-001,2010-02-23,96,0.039210020968319936,0.17674287340679234,0,0,0.0
MTR-001,2010-02-24,96,0.04933960582257362,0.4277702020033245,0,0,0.0
MTR-001,2010-02-25,96,0.044408546784831915,0.22520612459660644,0,0,0.0
MTR-001,2010-02-26,96,0.045278071719888395,0.17652287593172872,0,0,0.0
MTR-001,2010-02-27,96,0.04194232746335388,0.18827328955746025,0,0,0.0
MTR-001,2010-02-28,96,0.04711438358154216,0.12681357672392038,0,0,0.0
MTR-001,2010-03-01,96,0.030033078971283735,0.08311377958804367,0,0,0.0
MTR-001,2010-03-02,96,0.0430819820136567,0.3344043154223897,0,0,0.0
MTR-001,2010-03-03,96,0.03593040941718714,0.09281706586582913,0,0,0.0
MTR-001,2010-03-04,96,0.03757950298554495,0.08381295618654021,0,0,0.0
MTR-001,2010-03-05,96,0.04187818017461823,0.09807896627443542,0,0,0.0
MTR-001,2010-03-06,96,0.04460132903204401,0.22586382911675545,0,0,0.0
MTR-001,2010-03-07,96,0.039449203882495905,0.1275400552526481,0,0,0.0
MTR-001,2010-03-08,96,0.059978827069056384,0.3241128819231895,0,0,0.0
MTR-001,2010-03-09,96,0.08153793039475636,0.33620965902159045,0,0,0.0
MTR-001,2010-03-10,96,0.03741288528712943,0.1341077191545051,0,0,0.0
MTR-001,2010-03-11,96,0.036012468370622115,0.0992913595871947,0,0,0.0
MTR-001,2010-03-12,96,0.05335942566346693,0.16501281918826696,0,0,0.0
MTR-001,2010-03-13,96,0.042764076169085063,0.2478774913792764,0,0,0.0
MTR-001,2010-03-14,96,0.06692741187508672,0.21699955409199956,0,0,0.0
MTR-001,2010-03-15,96,0.043188922160005215,0.1441352857281052,0,0,0.0
MTR-001,2010-03-16,96,0.04024287891500464,0.14088966665683766,0,0,0.0
MTR-001,2010-03-17,96,0.036154253526097156,0.13224098285721977,0,0,0.0
MTR-001,2010-03-18,96,0.04428870132369889,0.19417787969002506,0,0,0.0
MTR-001,2010-03-19,96,0.04245313386342661,0.22302336172358925,0,0,0.0
MTR-001,2010-03-20,96,0.0874281434371595,0.10624253355403378,0,0,0.0
MTR-001,2010-03-21,96,0.10510490528850817,0.19850645134762984,0,0,0.0
MTR-001,2010-03-22,96,0.07715501721306707,0.31802487093001935,0,0,0.0
MTR-001,2010-03-23,96,0.040438704701558685,0.18870502431372083,0,0,0.0
MTR-001,2010-03-24,96,0.04360064579031855,0.13904021611258782,0,0,0.0
MTR-001,2010-03-25,96,0.08195822990912427,0.24296273530451093,0,31,0.0
MTR-001,2010-03-26,96,0.05805453369146335,0.1216081399947967,0,0,0.0
MTR-001,2010-03-27,96,0.03857472409358702,0.13064824932146793,0,0,0.0
MTR-001,2010-03-28,96,0.04613898570471848,0.35986006304530405,0,0,0.0
MTR-001,2010-03-29,96,0.06440016848892373,0.26329042075515474,0,0,0.0
MTR-001,2010-03-30,96,0.04934347957195192,0.16009563794006074,0,0,0.0
MTR-001,2010-03-31,96,0.041315195143134496,0.12510177124476043,0,0,0.0
MTR-001,2010-04-01,96,0.05095180358853387,0.2211028864317998,0,0,0.0
MTR-001,2010-04-02,96,0.03977663828936076,0.19452892704065394,0,0,0.0
MTR-001,2010-04-03,96,0.03798679397972991,0.1436608067691587,0,0,0.0
MTR-001,2010-04-04,96,0.04571661130178151,0.1920434511272438,0,0,0.0
MTR-001,2010-04-05,96,0.05323615281426273,0.26309542326975466,0,0,0.0
MTR-001,2010-04-06,96,0.04423065936157713,0.36431841207499854,0,0,0.0
MTR-001,2010-04-07,96,0.04353354115317414,0.20498830003197516,0,0,0.0
MTR-001,2010-04-08,96,0.04047095335086165,0.1992789220328965,0,0,0.0
MTR-001,2010-04-09,96,0.03408877631988672,0.13304681811128055,0,0,0.0
MTR-001,2010-04-10,96,0.03152838106861796,0.15282364706226448,0,0,0.0
MTR-001,2010-04-11,96,0.03122398540864672,0.13527727467334055,0,0,0.0
MTR-001,2010-04-12,96,0.06742770103272479,0.631511646395713,1,0,1.0416666666666667
MTR-001,2010-04-13,96,0.03320880154510581,0.14019978288039164,0,0,0.0
MTR-001,2010-04-14,96,0.03682343400995644,0.13106023693438532,0,0,0.0
MTR-001,2010-04-15,96,0.046284907825324996,0.172223771746947,0,0,0.0
MTR-001,2010-04-16,96,0.041973826081789255,0.13851948851833507,0,0,0.0
MTR-001,2010-04-17,96,0.037878111246055626,0.2116948916217895,0,0,0.0
MTR-001,2010-04-18,96,0.033350742886968855,0.17292452537222774,0,0,0.0
MTR-001,2010-04-19,96,0.03272563531519296,0.19590963731025107,0,0,0.0
MTR-001,2010-04-20,96,0.04096561310366472,0.1832028637770135,0,0,0.0
MTR-001,2010-04-21,96,0.0389085167381724,0.14914266034351129,0,0,0.0
MTR-001,2010-04-22,96,0.03363446297102155,0.07787015809154502,0,0,0.0
MTR-001,2010-04-23,96,0.03659617312157952,0.14503507640729094,0,0,0.0
MTR-001,2010-04-24,96,0.03234605134202042,0.10782323469923516,0,0,0.0
MTR-001,2010-04-25,96,0.07484711538533612,0.4102107332035366,0,0,0.0
MTR-001,2010-04-26,96,0.028597207743224825,0.13128032065038697,0,0,0.0
MTR-001,2010-04-27,96,0.05028965950068478,0.21685036983718944,0,0,0.0
MTR-001,2010-04-28,96,0.0338596917684929,0.20381686449692107,0,0,0.0
MTR-001,2010-04-29,96,0.04549185911369641,0.13232345164927364,0,0,0.0
MTR-001,2010-04-30,96,0.028487088186436443,0.07408682536563005,0,0,0.0
MTR-001,2010-05-01,96,0.0470820986977979,0.22943858353320523,0,0,0.0
MTR-001,2010-05-02,96,0.04806556103545415,0.2434422276484909,0,0,0.0
MTR-001,2010-05-03,96,0.07202289388631886,0.26583444953451746,0,0,0.0
MTR-001,2010-05-04,96,0.04051638746439135,0.19476579955586767,0,0,0.0
MTR-001,2010-05-05,96,0.03808243182484357,0.188085494126019,0,0,0.0
MTR-001,2010-05-06,96,0.04855334281814617,0.24727776968406157,0,0,0.0
